Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2021-08-25,Dinner,210.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,
2021-08-25,Lunch,465.0,14.8,5.5,0.0,0.0,0.0,117.5,1355.0,800.0,39.5,5.0,8.5,38.5,0.0,0.0,17.0,25.0,
2021-08-25,Snacks,290.0,3.5,2.0,0.0,0.0,0.0,20.0,410.0,10.0,41.0,1.0,38.0,23.0,25.0,0.0,50.0,6.0,
2021-08-26,Breakfast,715.0,10.5,5.5,0.0,0.8,0.0,90.0,445.0,840.0,91.0,5.0,13.0,64.0,35.0,27.0,55.0,40.0,
2021-08-26,Dinner,465.0,14.8,5.5,0.0,0.0,0.0,117.5,1355.0,800.0,39.5,5.0,8.5,38.5,0.0,0.0,17.0,25.0,
2021-08-26,Lunch,525.0,18.5,3.5,3.5,2.5,0.0,115.0,1080.0,0.0,46.0,0.0,5.0,37.0,0.0,0.0,10.0,27.0,
2021-08-27,Breakfast,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,
2021-08-27,Dinner,580.0,16.6,6.5,0.0,0.0,0.0,125.0,1480.0,1060.0,43.5,5.0,12.0,59.5,12.5,0.0,57.0,25.0,
2021-08-27,Lunch,876.3,13.6,7.4,0.0,1.7,0.0,102.5,556.3,1090.0,117.5,5.0,29.5,69.0,41.3,89.5,73.8,40.0,
2021-08-27,Snacks,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-28,Breakfast,1026.3,17.1,9.4,0.0,1.7,0.0,117.5,776.3,1610.0,106.5,5.0,27.5,111.0,66.3,29.5,153.8,40.0,
2021-08-28,Dinner,320.0,11.0,3.0,0.0,0.0,0.0,105.0,710.0,0.0,21.0,0.0,10.0,31.0,0.0,60.0,2.0,15.0,
2021-08-29,Breakfast,1266.3,28.1,12.4,0.0,1.7,0.0,222.5,1456.3,1610.0,108.5,5.0,28.5,142.0,66.3,29.5,155.8,55.0,
2021-08-29,Lunch,350.0,14.0,6.0,0.0,0.0,0.0,0.0,190.0,1.0,56.0,2.0,31.0,4.0,0.0,0.0,2.0,10.0,
2021-08-30,Breakfast,1032.6,33.3,11.3,0.0,1.7,0.0,102.5,683.8,1334.1,109.0,7.6,25.8,78.2,41.3,29.5,76.4,42.6,
2021-08-30,Dinner,765.0,15.0,3.0,0.0,0.0,0.0,105.0,702.5,0.0,62.0,0.0,49.0,78.0,0.0,0.0,2.0,39.0,
2021-08-31,Breakfast,410.0,15.0,8.0,1.0,3.0,0.0,20.0,930.0,0.0,20.0,3.0,4.0,11.0,16.0,0.0,70.0,2.0,
2021-08-31,Dinner,515.0,11.0,2.5,3.5,2.5,0.0,25.0,650.0,520.0,52.0,0.0,11.0,48.0,25.0,0.0,88.0,12.0,
2021-08-31,Lunch,860.0,18.3,7.5,0.0,0.0,0.0,132.5,1627.5,1320.0,83.5,5.0,39.5,83.5,25.0,0.0,97.0,25.0,
2021-09-01,Breakfast,836.3,13.6,7.4,0.0,1.7,0.0,102.5,526.3,1090.0,108.5,5.0,23.5,69.0,41.3,29.5,73.8,40.0,
2021-09-01,Dinner,465.0,14.8,5.5,0.0,0.0,0.0,117.5,1355.0,800.0,39.5,5.0,8.5,38.5,0.0,0.0,17.0,25.0,
2021-09-01,Lunch,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-09-02,Breakfast,254.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,14.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-09-02,Dinner,160.0,2.0,0.0,0.0,0.0,0.0,50.0,980.0,0.0,14.0,0.0,3.0,20.0,0.0,0.0,0.0,8.0,
2021-09-02,Lunch,1321.3,32.1,10.9,3.5,4.2,0.0,217.5,1606.3,1090.0,144.5,5.0,25.5,106.0,41.3,29.5,83.8,67.0,
2021-09-03,Breakfast,836.3,13.6,7.4,0.0,1.7,0.0,102.5,526.3,1090.0,108.5,5.0,23.5,69.0,41.3,29.5,73.8,40.0,
2021-09-03,Dinner,540.0,20.0,5.0,5.0,5.0,0.0,90.0,2120.0,0.0,48.0,0.0,8.0,34.0,16.0,0.0,78.0,20.0,
2021-09-03,Lunch,435.0,13.3,3.0,0.0,0.0,0.0,118.3,895.8,443.0,21.3,1.5,13.2,58.7,0.0,0.0,15.3,24.0,
2021-09-04,Breakfast,923.4,17.4,7.4,0.0,1.7,0.0,102.5,767.8,1501.7,108.7,7.5,23.0,84.2,41.3,29.5,73.8,55.2,
2021-09-04,Dinner,332.0,15.0,4.5,0.0,0.0,0.0,5.0,150.0,0.0,28.0,1.0,21.0,27.0,0.0,0.0,2.0,4.0,
2021-09-04,Lunch,465.0,14.8,5.5,0.0,0.0,0.0,117.5,1355.0,800.0,39.5,5.0,8.5,38.5,0.0,0.0,17.0,25.0,
2021-09-05,Breakfast,440.0,16.5,6.5,0.0,0.0,0.0,20.0,400.0,520.0,32.0,1.0,28.0,47.0,25.0,0.0,82.0,4.0,
2021-09-05,Lunch,1163.4,28.4,10.4,0.0,1.7,0.0,207.5,1447.8,1501.7,110.7,7.5,24.0,115.2,41.3,29.5,75.8,70.2,
2021-09-05,Snacks,137.5,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,30.0,0.0,20.0,2.5,0.0,0.0,0.0,0.0,
2021-09-06,Breakfast,863.0,15.6,7.4,0.0,1.7,0.0,102.5,653.0,1306.0,103.8,6.3,21.8,77.0,41.3,29.5,73.8,48.0,
2021-09-06,Dinner,285.0,7.5,0.5,3.5,2.5,0.0,10.0,850.0,105.0,44.0,0.0,4.0,6.0,0.0,0.0,8.0,12.0,
2021-09-06,Lunch,240.0,11.0,3.0,0.0,0.0,0.0,105.0,680.0,0.0,2.0,0.0,1.0,31.0,0.0,0.0,2.0,15.0,
2021-09-06,Snacks,405.0,11.5,2.3,0.0,0.0,0.0,127.5,2525.0,0.0,22.0,0.5,10.5,52.5,0.0,0.0,1.0,22.0,
2021-09-07,Breakfast,795.0,22.0,5.5,3.5,2.5,0.0,130.0,1490.0,520.0,60.0,0.0,17.0,79.0,25.0,0.0,90.0,27.0,
2021-09-07,Dinner,835.0,12.0,2.5,2.5,2.5,0.0,45.0,1180.0,730.0,105.0,2.0,38.0,70.0,25.0,180.0,88.0,16.0,
2021-09-07,Lunch,156.7,8.0,4.0,0.0,0.0,0.0,20.0,766.7,216.0,5.3,1.3,5.3,16.0,16.0,0.0,70.0,8.0,
2021-09-07,Snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-09-08,Breakfast,967.1,14.6,7.4,0.0,1.7,0.0,102.5,608.3,1198.0,131.2,5.7,41.2,75.5,41.3,29.5,73.8,44.0,
2021-09-08,Dinner,480.0,22.0,6.0,0.0,0.0,0.0,210.0,1360.0,0.0,4.0,0.0,2.0,62.0,0.0,0.0,4.0,30.0,
2021-09-08,Snacks,250.0,10.0,5.0,0.0,0.0,0.0,0.0,160.0,140.0,36.0,1.0,21.0,5.0,0.0,0.0,2.0,4.0,
2021-09-09,Breakfast,10.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-09-09,Dinner,503.3,4.5,2.0,0.0,0.0,0.0,15.0,403.3,628.0,67.7,0.7,34.7,46.0,25.0,180.0,80.0,4.0,
2021-09-09,Lunch,1145.7,35.5,11.0,5.0,5.0,0.0,100.0,3030.0,686.0,103.4,4.0,34.0,91.1,40.0,0.0,531.0,28.0,
2021-09-13,Breakfast,253.2,14.8,5.3,2.3,5.2,0.0,341.9,154.8,199.9,15.7,2.0,1.6,14.1,0.0,4.4,5.7,17.4,
2021-09-13,Dinner,201.2,6.5,2.5,0.9,1.7,0.0,15.6,863.7,641.1,23.1,6.1,7.3,13.7,68.3,65.4,12.6,10.6,
2021-09-13,Lunch,420.0,19.5,7.5,0.0,0.0,0.0,65.0,1100.0,400.0,33.0,2.0,22.0,25.0,35.0,39.0,40.0,20.0,
2021-09-14,Dinner,215.5,1.9,0.0,0.0,0.0,0.0,103.1,577.5,0.0,44.0,2.0,2.0,47.3,0.0,0.0,17.8,13.5,
2021-09-14,Lunch,540.0,26.0,7.0,0.0,0.0,0.0,90.0,1619.0,610.0,38.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,
2021-09-15,Breakfast,408.6,21.7,7.1,2.4,5.6,0.0,361.5,582.8,258.7,30.6,2.5,10.1,22.4,1.6,4.4,15.4,21.6,
2021-09-15,Lunch,528.1,28.9,4.4,11.6,10.6,0.0,0.0,2194.5,1046.7,59.8,15.3,16.2,15.6,7.5,423.1,13.8,19.0,
2021-09-16,Breakfast,476.0,7.5,3.5,0.0,0.0,0.0,52.5,172.5,663.5,66.5,0.5,15.5,35.5,30.0,12.5,50.0,12.5,
2021-09-16,Lunch,540.0,26.0,7.0,0.0,0.0,0.0,90.0,1490.0,610.0,38.0,3.0,6.0,39.0,0.0,0.0,0.0,0.0,
2021-09-19,Breakfast,483.8,9.4,2.3,1.8,1.3,0.0,20.0,680.0,580.0,48.4,2.0,11.0,49.1,25.0,0.0,88.0,12.0,
2021-09-19,Lunch,480.0,10.5,2.0,0.0,0.0,0.0,110.0,1020.0,520.0,19.0,2.0,14.0,76.0,50.0,80.0,82.0,60.0,
2021-09-20,Dinner,780.0,13.0,7.0,0.0,1.5,0.0,100.0,510.0,1040.0,97.0,5.0,19.0,68.0,40.0,29.0,70.0,40.0,
2021-09-20,Lunch,916.8,28.8,5.0,1.0,0.0,0.0,120.0,1310.0,580.0,58.5,2.0,12.0,101.7,25.0,0.0,90.0,27.0,
2021-09-21,Lunch,770.0,29.5,9.0,0.0,0.0,0.0,105.0,1740.0,1130.0,46.0,3.0,13.0,81.0,25.0,0.0,80.0,0.0,
2021-09-22,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-09-22,Dinner,799.3,20.6,0.3,2.8,1.3,0.0,60.0,1170.0,120.0,88.5,4.0,8.0,58.7,0.0,0.0,16.0,30.0,
2021-09-22,Lunch,530.0,17.5,5.0,0.0,0.0,0.0,15.0,335.0,520.0,33.0,4.0,22.0,60.0,25.0,0.0,95.0,10.0,
2021-09-22,Snacks,17.5,0.0,0.0,0.0,0.0,0.0,0.0,35.0,620.0,16.5,0.0,2.0,0.0,60.0,60.0,0.0,0.0,
2021-09-23,Dinner,912.5,17.3,7.8,0.0,1.9,0.0,105.0,732.5,1464.0,108.0,7.0,24.0,82.0,42.5,30.0,77.5,52.0,
2021-09-23,Lunch,542.4,10.1,0.6,1.6,0.6,0.2,119.2,528.6,709.1,44.3,3.3,6.8,78.0,11.0,20.1,12.6,23.2,
2021-09-24,Breakfast,139.7,1.1,0.3,0.3,0.3,0.1,65.8,663.7,289.2,3.0,1.0,0.0,35.2,2.0,4.3,1.1,4.5,
2021-09-24,Dinner,563.6,15.4,5.3,0.3,0.3,0.1,169.3,985.3,736.9,10.0,0.0,8.0,99.4,25.0,1.7,82.9,18.4,
2021-09-24,Lunch,300.0,8.0,0.0,1.0,0.0,0.0,0.0,380.0,60.0,41.0,2.0,4.0,13.0,0.0,0.0,8.0,12.0,
2021-09-24,Snacks,400.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,
2021-09-25,Breakfast,912.5,17.3,7.8,0.0,1.9,0.0,105.0,732.5,1464.0,108.0,7.0,24.0,82.0,42.5,30.0,77.5,52.0,
2021-09-25,Dinner,740.0,39.0,11.0,0.0,0.0,0.0,225.0,2370.0,0.0,45.0,6.0,6.0,54.0,0.0,0.0,0.0,0.0,
2021-09-25,Snacks,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-09-26,Breakfast,539.7,14.1,0.3,1.3,0.3,0.1,65.8,1443.7,349.2,49.0,3.0,4.0,55.2,6.0,8.3,9.1,16.5,
2021-09-27,Breakfast,350.0,14.5,0.0,0.5,0.0,0.0,0.0,190.0,30.0,27.0,1.0,2.0,26.0,0.0,0.0,4.0,6.0,
2021-09-27,Lunch,1142.5,20.8,9.8,0.0,1.9,0.0,120.0,982.5,1984.0,116.0,7.0,31.0,124.0,67.5,30.0,157.5,52.0,
2021-09-27,Snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-09-28,Breakfast,770.0,29.5,9.0,0.0,0.0,0.0,105.0,1740.0,1130.0,46.0,3.0,13.0,81.0,25.0,0.0,80.0,0.0,
2021-09-29,Breakfast,270.0,10.5,0.0,0.5,0.0,0.0,0.0,190.0,30.0,24.0,1.0,2.0,18.0,0.0,0.0,4.0,6.0,
2021-09-29,Dinner,311.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,
2021-09-29,Lunch,912.5,17.3,7.8,0.0,1.9,0.0,105.0,732.5,1464.0,108.0,7.0,24.0,82.0,42.5,30.0,77.5,52.0,
2021-10-01,Breakfast,438.6,3.0,0.0,0.0,0.0,0.0,75.0,1848.0,0.0,68.0,0.0,68.0,33.0,0.0,0.0,0.0,18.0,
2021-10-01,Lunch,370.0,5.5,1.5,0.0,0.0,0.0,75.0,1425.0,172.0,36.0,6.0,22.0,50.0,0.0,0.0,8.0,18.0,
2021-10-03,Breakfast,270.0,10.5,0.0,0.5,0.0,0.0,0.0,190.0,30.0,24.0,1.0,2.0,18.0,0.0,0.0,4.0,6.0,
2021-10-03,Lunch,540.0,11.5,3.0,0.0,0.0,0.0,155.0,1100.0,800.0,46.0,8.0,9.0,58.0,0.0,0.0,2.0,23.0,
2021-10-04,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-10-04,Dinner,396.4,13.0,7.0,0.0,0.0,0.0,25.7,1020.0,0.0,41.3,1.0,3.0,28.3,21.1,0.0,63.6,10.0,
2021-10-04,Lunch,585.0,13.3,1.0,4.0,5.0,0.0,20.0,580.0,60.0,40.0,2.0,4.0,71.0,0.0,0.0,8.0,12.0,
2021-10-04,Snacks,250.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,
2021-10-05,Breakfast,550.0,18.5,3.5,2.5,2.5,0.0,120.0,1440.0,60.0,44.0,2.0,5.0,46.0,8.0,0.0,35.0,27.0,
2021-10-05,Dinner,324.9,6.0,4.3,0.0,0.1,0.0,0.0,24.5,38.6,1.6,0.0,1.6,65.6,0.0,0.0,0.7,0.1,
2021-10-05,Lunch,275.0,3.5,2.0,0.0,0.0,0.0,20.0,530.0,520.0,10.0,0.0,7.0,51.0,33.0,0.0,105.0,0.0,
2021-10-05,Snacks,286.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,
2021-10-06,Breakfast,567.5,12.5,2.5,1.5,2.5,0.0,65.0,1558.7,0.0,72.0,6.0,22.0,39.5,8.0,4.0,41.0,20.0,
2021-10-07,Dinner,576.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,
2021-10-07,Lunch,505.0,11.3,2.5,1.5,2.5,0.0,15.0,1160.0,0.0,44.0,6.0,2.0,56.0,14.0,10.0,41.0,12.0,
2021-10-07,Snacks,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-10-08,Breakfast,200.0,6.0,4.0,0.0,0.0,0.0,4.0,180.0,120.0,18.0,4.0,5.0,20.0,0.0,0.0,10.0,8.0,
2021-10-08,Dinner,825.0,15.5,6.0,0.0,0.0,0.0,99.0,2913.8,1240.0,63.3,4.0,34.5,107.5,25.0,0.0,90.0,48.0,
2021-10-08,Lunch,402.0,17.0,4.5,0.0,0.0,0.0,5.0,150.0,0.0,42.0,1.0,21.0,26.0,0.0,0.0,2.0,4.0,
2021-10-09,Breakfast,570.3,10.8,3.5,0.0,0.0,0.0,25.0,1380.0,680.0,40.0,14.0,9.0,86.4,37.0,4.0,113.0,6.0,
2021-10-09,Lunch,720.0,16.0,10.0,0.0,0.0,0.0,60.0,460.0,260.0,76.0,4.0,16.0,80.0,0.0,0.0,24.0,16.0,
2021-10-10,Breakfast,980.0,24.5,9.5,0.0,0.0,0.0,115.0,2355.0,516.0,104.0,24.0,15.0,108.0,24.0,12.0,92.0,27.0,
2021-10-10,Dinner,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-10-10,Lunch,110.0,2.0,0.0,0.0,0.0,0.0,25.0,1050.0,330.0,13.0,3.0,5.0,11.0,10.0,6.0,2.0,8.0,
2021-10-11,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-10-11,Dinner,455.0,8.3,2.0,0.0,0.0,0.0,66.3,2042.5,0.0,46.5,6.0,2.0,48.5,18.0,6.0,66.0,21.0,
2021-10-11,Lunch,493.6,12.4,2.0,1.5,2.5,0.0,10.0,145.0,200.0,39.9,6.0,4.0,62.6,0.0,0.0,8.0,4.0,
2021-10-11,Snacks,250.0,13.5,3.0,0.0,0.0,0.0,0.0,15.0,40.0,28.5,0.0,8.0,4.0,0.0,0.0,2.0,0.0,
2021-10-12,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,8.0,42.0,25.0,0.0,70.0,0.0,
2021-10-12,Dinner,680.0,9.0,4.0,0.0,0.0,0.0,120.0,160.0,0.0,92.0,0.0,56.0,56.0,0.0,0.0,0.0,30.0,
2021-10-12,Lunch,950.0,27.5,13.0,0.0,0.0,0.0,50.0,915.0,456.0,135.0,10.0,27.0,41.0,54.0,20.0,66.0,30.0,
2021-10-12,Snacks,70.0,1.8,0.0,0.0,0.0,0.0,27.5,675.0,185.0,1.5,0.0,2.0,11.5,0.0,0.0,1.0,5.0,
2021-10-13,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,8.0,42.0,25.0,0.0,70.0,0.0,
2021-10-13,Lunch,477.5,11.0,4.5,0.0,0.0,0.0,110.0,1325.0,40.0,34.0,2.0,1.0,57.5,37.0,6.0,84.0,6.0,
2021-10-13,Snacks,40.0,1.0,0.1,0.0,0.0,0.0,0.0,45.0,110.0,9.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,
2021-10-14,Breakfast,570.0,29.0,9.1,3.0,5.0,0.0,85.0,465.0,172.0,42.0,7.0,25.0,46.0,0.0,0.0,10.0,19.0,
2021-10-14,Lunch,733.3,10.0,2.6,0.6,0.6,0.2,180.1,2529.0,506.0,56.0,6.0,8.0,116.5,24.0,8.0,93.0,27.9,
2021-10-15,Breakfast,105.0,6.5,2.3,0.0,0.0,0.0,2.5,75.0,0.0,12.0,0.5,10.5,2.5,0.0,0.0,1.0,2.0,
2021-10-15,Lunch,285.0,2.0,0.0,0.0,0.0,0.0,60.0,2310.0,0.0,25.0,0.0,10.0,38.0,31.0,100.0,50.0,8.0,
2021-10-16,Breakfast,210.0,1.5,0.0,0.0,0.0,0.0,47.5,1895.0,0.0,13.0,0.0,0.0,33.0,16.0,0.0,50.0,6.0,
2021-10-19,Breakfast,595.0,25.5,6.5,2.0,1.0,0.0,219.0,3570.0,0.0,14.0,0.0,2.0,71.0,8.0,0.0,29.0,30.0,
2021-10-19,Lunch,680.0,13.0,4.0,0.0,0.0,0.0,102.5,2545.0,520.0,55.0,6.0,10.0,85.0,25.0,4.0,86.0,26.0,
2021-10-20,Breakfast,550.0,9.5,2.0,0.0,0.0,0.0,92.5,2580.0,310.0,62.0,7.0,2.5,53.5,8.0,26.5,42.0,29.0,
2021-10-20,Lunch,745.0,29.0,8.5,2.0,1.0,0.0,229.0,1720.0,520.0,13.0,0.0,10.0,104.0,25.0,0.0,74.0,30.0,
2021-10-21,Breakfast,240.0,11.0,3.0,0.0,0.0,0.0,105.0,680.0,0.0,2.0,0.0,1.0,31.0,0.0,0.0,2.0,15.0,
2021-10-21,Dinner,949.0,30.2,0.2,0.5,0.2,0.0,108.0,108.0,132.0,112.6,0.0,0.0,56.6,0.0,0.0,0.0,12.0,
2021-10-21,Lunch,198.6,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,
2021-10-22,Breakfast,40.0,1.0,0.1,0.0,0.0,0.0,0.0,45.0,110.0,9.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,
2021-10-23,Breakfast,165.0,2.0,0.0,0.0,0.0,0.0,55.0,1260.0,0.0,6.0,0.0,0.0,29.0,8.0,0.0,25.0,8.0,
2021-10-25,Breakfast,525.0,22.0,6.0,0.0,0.0,0.0,215.0,1640.0,0.0,6.0,0.0,2.0,71.0,8.0,0.0,29.0,30.0,
2021-10-25,Dinner,125.0,0.0,0.0,0.0,0.0,0.0,15.0,325.0,150.0,11.0,0.0,7.0,21.0,8.0,0.0,35.0,0.0,
2021-10-25,Lunch,620.0,14.5,4.5,2.0,1.0,0.0,61.5,1555.0,520.0,50.0,6.0,10.0,74.0,33.0,4.0,111.0,18.0,
2021-10-26,Breakfast,705.0,26.0,6.0,0.0,0.0,0.0,215.0,2040.0,0.0,38.0,0.0,6.0,75.0,8.0,0.0,29.0,30.0,
2021-10-26,Dinner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-10-26,Lunch,340.0,4.0,0.0,0.0,0.0,0.0,100.0,1965.0,0.0,31.0,0.0,14.0,42.0,0.0,0.0,0.0,16.0,
2021-10-27,Breakfast,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,
2021-10-27,Lunch,1338.0,37.0,7.0,8.0,4.0,0.0,181.0,3240.0,0.0,169.0,6.0,7.0,81.0,16.0,4.0,68.0,35.0,
2021-10-27,Snacks,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,8.0,42.0,25.0,0.0,70.0,0.0,
2021-10-28,Breakfast,705.0,14.5,2.0,0.0,0.0,0.0,47.5,1660.0,150.0,104.0,6.0,16.0,42.0,0.0,4.0,26.0,18.0,
2021-10-28,Dinner,714.0,27.4,6.5,1.0,0.4,0.0,216.0,2246.0,264.0,32.2,4.0,0.0,85.3,0.0,0.0,0.0,24.0,
2021-10-28,Lunch,147.0,7.7,2.8,0.0,0.0,0.0,0.0,15.0,0.0,18.5,0.7,4.7,2.7,0.0,0.0,0.0,0.7,
2021-10-28,Snacks,150.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,34.5,0.0,21.0,3.0,0.0,0.0,0.0,0.0,
2021-10-29,Breakfast,1330.0,24.5,8.0,5.5,2.0,0.0,0.0,1790.0,95.0,240.0,9.0,66.0,33.0,20.0,0.0,14.0,69.0,
2021-10-29,Dinner,1009.6,21.1,9.0,0.0,0.0,0.0,23.2,331.7,0.0,51.3,3.8,38.4,21.4,0.0,0.0,4.0,9.6,
2021-10-29,Lunch,525.0,9.0,0.8,0.0,0.0,0.0,140.0,1205.0,100.0,54.5,1.0,6.5,52.5,1.0,1.0,2.0,20.0,
2021-11-07,Breakfast,850.0,14.1,8.6,1.3,1.6,0.0,489.0,1164.2,1950.4,109.1,9.1,79.5,47.6,41.7,114.3,97.9,44.7,
2021-11-07,Lunch,250.0,7.0,0.0,0.0,0.0,0.0,95.0,770.0,0.0,11.0,2.0,7.0,34.0,25.0,80.0,2.0,60.0,
2021-11-08,Breakfast,570.0,5.2,5.2,1.2,1.6,0.0,469.0,918.0,688.0,71.6,8.0,12.6,32.8,18.2,4.0,40.0,55.4,
2021-11-08,Lunch,140.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,310.0,34.0,0.0,31.0,1.0,0.0,100.0,2.0,0.0,
2021-11-09,Breakfast,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,24.0,2.0,0.0,11.0,198.0,1667.0,200.0,0.0,
2021-11-10,Breakfast,130.0,4.5,0.0,1.0,2.5,0.0,0.0,95.0,0.0,23.0,3.0,7.0,3.0,0.0,0.0,2.0,4.0,
2022-01-10,Breakfast,967.4,27.2,6.3,1.1,3.2,0.0,287.9,1380.0,78.6,147.8,9.0,37.4,42.9,0.0,2.9,6.0,26.7,
2022-01-10,Dinner,659.0,14.8,4.0,1.1,2.5,0.0,100.0,732.5,1160.0,49.6,5.6,9.0,89.9,0.0,4.0,9.0,21.2,
2022-01-10,Lunch,360.0,18.0,6.8,0.0,0.0,0.4,37.5,1117.5,0.0,34.5,3.8,6.0,15.0,0.0,0.0,0.0,0.0,
2022-01-10,Snacks,130.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,75.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,
2022-01-11,Breakfast,814.9,33.7,11.8,4.0,8.1,0.0,467.8,603.5,375.1,87.0,6.3,3.6,35.4,0.1,105.9,9.2,28.3,
2022-01-11,Lunch,686.0,12.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,114.0,0.0,49.0,32.2,0.0,0.0,0.0,0.0,
2022-01-11,Snacks,414.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
2022-01-12,Breakfast,523.2,15.0,4.1,1.9,3.6,0.0,409.0,588.8,299.8,43.1,0.0,1.6,51.3,0.0,0.0,21.2,9.7,
2022-01-12,Dinner,920.0,22.0,3.5,1.5,0.5,0.0,105.0,980.0,0.0,94.0,1.0,5.0,45.2,0.0,0.0,6.0,25.0,
2022-01-12,Lunch,769.0,35.0,3.5,1.5,0.5,0.0,105.0,980.0,0.0,63.0,1.0,5.0,48.0,0.0,0.0,6.0,25.0,
2022-01-12,Snacks,180.0,2.0,0.0,1.0,1.0,0.0,0.0,310.0,94.0,40.0,3.0,16.0,4.0,0.0,0.0,13.0,25.0,
2022-01-18,Breakfast,382.4,9.4,2.9,1.3,3.6,0.0,328.2,118.1,742.9,51.9,3.3,2.2,15.1,131.1,149.0,46.0,7.0,
2022-01-18,Dinner,230.0,15.0,5.0,0.0,0.0,0.0,45.0,1060.0,0.0,12.0,4.0,6.0,14.0,0.0,0.0,0.0,0.0,
2022-01-18,Lunch,991.0,19.4,3.6,1.5,0.5,0.0,110.0,1460.0,0.0,129.4,8.4,14.4,72.4,0.0,100.0,6.0,25.0,
2022-01-20,Breakfast,252.4,9.4,2.9,1.3,3.6,0.0,328.2,118.1,742.9,23.9,3.3,2.2,14.1,131.1,49.0,46.0,7.0,
